,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,4,4,4,656.555072716082
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,4,7,1,20108.407010188574
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,2,3,3,413.007816399479
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,5,2,3,4067.1469313220987
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,4,4,2,10585.603897439942
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4,2,4,3795.753306632874
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,3,5,3,11357.307522921647
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,5,8,4,2364.3681660613206
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,5,6,5,1304.3475198536817
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,3,5,2,10278.650746510033
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,5,3,6,1483.5225222669424
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,4,3,6,5355.285224640487
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,2,5,2,501.74172056200166
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,3,7,5,1337.505946469209
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,4,5,1,14801.666831385039
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,5,4,2,2795.926003328632
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,2,4,6,1560.198155739387
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,5,7,4,733.2753539826383
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,3,5,4,710.9344385368511
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,5,6,3,3618.921035607295
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,5,4,6,1077.9871119616919
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,4,3,4,1395.4047434653714
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,5,3,4,919.9561744737198
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,3,4,2,588.9110365690674
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,4,5,4,1597.8603773346463
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,3,3,6,5114.1113054360085
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,3,3,7,577.4845036493513
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,5,7,6,1038.4389958223078
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,5,3,7,1122.8503382927395
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,5,6,6,761.9144514277426
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,5,3,3,6721.407744443086
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,5,4,7,739.0930239362303
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4,2,4,3867.5329582585814
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,3,6,6,918.3686669562278
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,2,3,7,4306.7177383234375
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,3,4,5,5582.2257717084485
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2,6,7,1905.6827505044137
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,5,3,7,3041.438750702984
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,5,7,2,1140.2815997362936
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,3,6,7,7443.910306122651
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3,8,5,2829.6501580150093
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,3,4,7,511.14924557117
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,3,2,7,4642.217884015509
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,4,2,6,2470.827943094607
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2,2,5,1489.916074005299
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,2,3,5,3764.451310929064
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,3,3,3,456.68967097672424
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,1,2,7,3954.8678635449523
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,5,3,2,3961.4289134272444
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,3,5,2,4731.165937276361
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,2,4,4,546.1878803145041
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,5,2,7,806.6169456325567
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4,7,3,6515.859321950269
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2,3,6,2533.609893957366
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,5,6,4,910.2855426384092
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,5,3,1,774.4314221678346
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,4,3,5,540.7836515584124
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,5,5,3,2916.947771193876
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,5,5,2,1503.421482161641
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,4,7,1,801.2454389006843
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,5,5,3,612.8230227386942
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,5,6,4,680.9793154541684
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,1,2,2,10212.811565349442
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,3,3,2,690.9646875645242
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,4,4,6,8612.959180038722
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,5,5,2,21922.672127908307
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,3,3,1,11268.625824417924
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,5,7,6,1344.5149655118505
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,5,2,4,3246.815330115578
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,2,3,3,4060.1454328873197
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,4,2,7,5212.873435795619
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,5,4,7,1910.9848788967304
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4,2,6,6367.360924538299
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,5,5,7,2359.3516717731663
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,5,4,7,2338.5585249197625
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,4,3,6,639.8457181779318
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3,3,2,3036.2349792311306
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,2,5,7,6683.435192634463
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,1,3,5,2314.3897887088674
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,5,4,6,1766.606526406253
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,5,7,2,683.3783918957629
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,3,7,5,526.9865959909777
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3,8,4,3870.0101653115325
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5,3,3,5475.468443365874
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4,3,2,3877.730742871575
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,5,7,2,3145.7997344271307
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,5,4,2,10063.236546923616
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,1,2,6,3050.0284379973664
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,2,4,5,5270.108404199227
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,3,2,6,701.7666267187243
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,5,6,5,1895.220930194967
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,5,7,4,9661.617578831238
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,3,6,7,805.4320850565967
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,4,3,3,4751.802524477742
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,2,2,7,457.26517019868004
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,4,4,2,16264.870526420438
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,3,3,4,464.9589012526986
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,3,6,2,535.2126583249051
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,1,2,3,3127.6117228168164
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,5,3,4,617.9978142148698
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,1,5,2,2354.93997520976
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,5,5,2,2676.655217961984
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,5,4,6,667.1091800431866
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,5,3,6,11737.93602692636
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,3,6,6,514.7511949033521
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,2,3,5,817.7712824751943
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,3,3,5,6832.299577204979
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4,2,6,4246.882736004138
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,3,3,5,4953.305322177232
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2,2,5,1982.8432192715802
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,3,6,5,1242.1171377103828
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,4,2,6,9111.821093595709
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3,4,3,3900.1009945896776
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,5,3,6,770.0088281970401
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,4,8,4,8094.111930630214
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,5,4,4,709.5044483258922
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,4,2,6,5799.702944225552
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4,2,7,4685.779550738321
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,5,4,4,632.971926082907
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,5,6,6,8497.318363429102
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,5,3,1,1774.2338373000925
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5,2,5,4935.66176385243
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,4,6,2,14735.67965764991
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4,3,5,4905.233833317854
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,5,3,3,3718.003814127803
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,5,3,6,3066.4587660530583
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,4,5,5,3377.040937690391
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,4,2,4,5350.274491909774
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,5,6,5,2755.836018606649
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,5,4,6,667.1091800431866
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,3,6,5,1943.1150397586985
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,3,7,7,494.4183866550332
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,3,5,4,594.1521690114023
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3,3,7,3772.3650298211624
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,5,2,6,2652.3783969448255
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,4,2,5,16913.13610672251
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,3,7,3,6338.918290241476
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,4,3,6,714.8042517651157
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,4,6,2,11388.462898121412
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,5,8,5,2342.5963362954476
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,5,5,3,7712.707969041288
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,4,5,1,416.00703020336846
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,4,3,6,1561.250122447578
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,5,6,7,6423.640707994689
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,3,4,6,2133.9051714308425
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,3,1,3,9101.0012228328
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,1,3,6,3861.8526103846284
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,5,4,4,3553.071588517485
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,4,2,5,7813.748101490534
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,3,2,5,910.4200211188088
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,5,4,5,930.5545535750052
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4,4,3,4264.258390556588
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,3,4,2,5991.441568316878
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3,3,4,3087.4171619960644
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,4,3,6,1617.1727012839183
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,3,4,2,4412.098228260641
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,5,4,5,1024.9026274250375
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,3,4,2,468.6159672845147
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,5,5,4,3243.1662677181057
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,3,5,3,14534.92189069256
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,3,3,6,12303.664736904915
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,5,2,4,1132.0847722562146
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,5,6,5,1895.220930194967
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,4,3,3,2294.073803400838
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,3,3,6,1163.3038612154437
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5,5,3,7835.186141297208
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,3,3,7,542.9117251053458
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,2,3,5,856.6869631963211
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,4,3,3,9250.853963884803
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,5,3,7,1664.5201886224017
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,5,3,7,1724.1418085887067
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,3,4,4,4223.5762996186395
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,5,6,6,8058.376045253789
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,5,2,5,4281.593711805013
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4,2,4,4938.2892759808055
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,1,5,4,3884.741295071059
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,5,5,4,1886.8676948493762
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,5,2,1,4142.424071450554
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3,4,4,2631.4138391080137
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,2,6,3,4653.4979688437625
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,5,5,6,1144.0025754597627
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,4,6,5,1276.7889031104805
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,4,5,6,1066.3837547468117
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,3,2,7,5159.266405066774
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,2,7,3,1622.7986025885189
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,3,6,6,476.67087656698106
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,2,8,7,8068.289378899058
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,3,4,2,13951.552172380643
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,4,7,1,10505.420169855623
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,4,2,1,10545.946050650524
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,5,3,4,3022.3902210506285
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5,3,4,4710.777629591336
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,5,3,7,606.4166230549143
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,3,7,6,1342.877450127383
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5,2,4,4404.477066114015
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,4,5,3,563.9618697214241
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4,2,7,4515.945354767553
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,3,2,3,1789.3461445073713
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,4,2,4,1068.3836385515774
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,2,6,4,623.8085933390489
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,5,4,6,3520.5078158514652
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3,5,6,2607.616802571949
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,2,3,6,901.058774365158
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,3,5,3,856.2097983770906
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,4,5,7,12963.968629816765
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,4,4,2,511.36788488035404
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4,4,3,4093.2424657983743
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,4,7,6,1380.3617827223932
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,3,2,7,9484.646965525857
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4,2,6,4489.929154791303
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,3,2,6,1433.799290105191
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,3,4,6,2133.9051714308425
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,1,3,6,4518.288698448915
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4,4,3,4981.018145984917
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,5,6,5,6989.120427036286
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,3,2,5,733.0836859403713
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3,1,4,3277.312253351926
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,2,3,7,1366.3501587608591
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,4,3,6,5159.298758712419
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3,5,4,3855.1883469852078
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,5,2,5,6858.125920687377
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,3,4,4,10099.227426678528
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,3,4,3,1490.7034560912475
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,2,4,4,841.5059815163241
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,5,6,4,483.120911327504
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,5,3,7,606.4166230549143
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,5,6,5,817.9865909453715
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,5,5,7,3033.728558160587
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,4,7,3,6885.018112968101
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,5,4,3,768.2283118512438
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,4,2,4,1939.3540821740103
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,3,3,2,10054.525598845372
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,4,6,4,6675.73221380584
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3,5,2,2417.281955038021
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,3,6,4,13934.047164158445
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2,2,7,3765.8543220764864
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,5,4,7,1712.4297437518535
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,5,4,6,3091.6634218202435
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,4,3,2,21685.84823228542
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,4,2,4,554.5347787028478
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,3,2,5,515.3201171015803
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,3,2,6,1162.9016143334716
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,5,5,6,2260.738419892329
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,4,5,4,7417.1092235510505
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,3,2,5,15737.52885155098
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,5,4,3,10849.862290602476
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,5,7,5,987.3020219157522
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,2,3,1,2994.9702886181854
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,5,6,3,7764.509424465458
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,2,3,3,4060.1454328873197
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2,5,2,2388.2170532166288
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,4,8,4,1078.713146525307
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4,2,3,4940.507614153731
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,5,4,3,1458.0185493598024
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,4,5,2,2037.6715181665013
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4,3,5,4997.994333607205
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,3,2,6,771.0535072180727
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,2,3,2,1039.7765239727603
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,5,2,2,352.82492175652357
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,4,1,3,5391.874950164474
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,2,3,3404.686019006183
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,4,7,3,470.2299592799385
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,2,7,3,659.7678421189858
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,5,6,3,480.30905827736825
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3,4,7,3325.1902292132036
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,2,5,2,9887.450108377672
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,3,2,6,2225.9080165990317
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,2,4,4,546.1878803145041
